index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
89,NR_113067.1,1,1475,1,1354,91.7966,0.917966,34.5,1,1077285,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,0.917966101694915,0.274509428360007,0.299040920850082,0.01,WOL-44-DRS-L177
90,NR_113071.1,1,1493,13,1398,93.637,11.8922,37.8,0.923,1236498,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola paurosaccharolyticus,11.8921634293369,3.27776225652049,0.275623714389473,0.1,WOL-44-DRS-L177
91,NR_113072.1,1,1488,3,1392,93.5484,2.75739,38.1,7.33,1236512,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides rodentium,2.75739247311828,0.762882493741574,0.276668084496091,0.02,WOL-44-DRS-L177
92,NR_113073.1,1,1481,29,1388,93.7205,26.6374,38,7.72,487174,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,26.6374071573261,6.98687416302324,0.262295580112482,0.23,WOL-44-DRS-L177
93,NR_113077.1,1,1480,260,1388,93.7838,240.186,38.8,48.8,454154,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,240.186486486486,62.4908838773191,0.260176518635385,2.09,WOL-44-DRS-L177
94,NR_113098.1,1,1493,5,1394,93.3691,4.5854,39.7,2,28127,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis,4.5853985264568,1.27996567268103,0.27913946089874,0.04,WOL-44-DRS-L177
95,NR_113099.1,1,1479,2,1379,93.2387,1.78702,39.7,1.5,28128,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella corporis,1.78701825557809,0.550501524634183,0.308055904250456,0.02,WOL-44-DRS-L177
96,NR_113118.1,1,1481,273,1390,93.8555,249.647,39.6,0.106,28135,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,249.646860229575,71.551617674406,0.286611326129266,2.19,WOL-44-DRS-L177
97,NR_113119.1,1,1481,258,1390,93.8555,236.563,39.3,0.194,28135,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,236.563133018231,67.654789222731,0.285990417693348,2.07,WOL-44-DRS-L177
98,NR_113125.1,1,1486,2,1384,93.1359,1.83984,39.8,1,28112,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,1.83983849259758,0.521511376013923,0.283454976136316,0.02,WOL-44-DRS-L177
99,NR_113152.1,1,1488,1,1288,86.5591,0.865591,32.1,42,28117,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,0.865591397849462,0.341205465741654,0.394187680918929,0.01,WOL-44-DRS-L177
100,NR_113164.1,1,1466,34,1364,93.0423,30.6078,37.8,1.26,147206,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris,30.6077762619372,8.61570402641167,0.281487421780649,0.27,WOL-44-DRS-L177
101,NR_113165.1,1,1466,103,1364,93.0423,94.324,37.7,19.5,147207,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,94.3240109140518,26.3337348990024,0.279183790466648,0.83,WOL-44-DRS-L177
102,NR_113172.1,1,1502,65,1373,91.4115,57.8502,39.2,10.5,1437609,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium callitrichos,57.8501997336884,18.2257531506414,0.315050824967642,0.52,WOL-44-DRS-L177
103,NR_113195.1,1,1490,106,1397,93.7584,95.1732,38.4,1.76,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,95.1731543624161,26.9466967087887,0.283133378202183,0.85,WOL-44-DRS-L177
104,NR_113206.1,1,1486,4,1390,93.5397,3.64536,35.2,8,1236513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecichinchillae,3.64535666218035,1.01041810893378,0.277179492315967,0.03,WOL-44-DRS-L177
105,NR_113208.1,1,1489,6,1392,93.4856,4.81531,39.6,3,871327,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides chinchillae,4.8153122901276,1.95620924839637,0.406247638892914,0.05,WOL-44-DRS-L177
106,NR_113227.1,1,1490,45,1397,93.7584,41.1617,38.3,8.02,915438,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oryzae,41.161744966443,11.4723956798357,0.278714998336163,0.36,WOL-44-DRS-L177
107,NR_113231.1,1,1491,15,1389,93.159,13.6083,39.7,17.8,536633,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia glucerasea,13.608316566063,3.7810244052915,0.277846593804319,0.12,WOL-44-DRS-L177
108,NR_113270.1,1,1493,3,1383,92.6323,2.70797,36.7,1,1121114,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia producta,2.70797052913597,0.825480261017353,0.304833546796663,0.02,WOL-44-DRS-L177
109,NR_113273.1,1,1469,37,1365,92.9204,29.8142,37.8,4.46,742742,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,29.8141592920354,11.206455707052,0.37587696494416,0.3,WOL-44-DRS-L177
110,NR_113274.1,1,1478,34,1373,92.8958,30.5196,37.9,9.71,762983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,30.5196211096076,8.7147269881434,0.285545058270727,0.27,WOL-44-DRS-L177
111,NR_113313.1,1,1429,154,1378,96.4311,143.902,38.4,46.9,1437610,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium reuteri,143.902029391183,29.1424623552161,0.202515992849519,1.24,WOL-44-DRS-L177
113,NR_113384.1,1,1469,232,1367,93.0565,210.209,38.7,56.7,856,Bacteria,unclassified Bacteria kingdom,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium,210.208985704561,58.3732986051568,0.277691738102946,1.86,WOL-44-DRS-L177
114,NR_113410.1,1,1390,2,1289,92.7338,1.83453,35.2,1,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,1.83453237410072,0.53255598004466,0.290295220494933,0.02,WOL-44-DRS-L177
115,NR_113411.1,1,1493,7,1400,93.7709,6.428,39.5,14.7,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,6.42799732083054,1.76909530505969,0.275217181458176,0.06,WOL-44-DRS-L177
116,NR_114807.1,1,1456,1,1118,76.7857,0.767857,40.2,0,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.767857142857143,0.422344718641955,0.550030331254639,0.01,WOL-44-DRS-L177
117,NR_115211.1,1,1485,1,1350,90.9091,0.909091,29.6,1,253257,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora amygdalina,0.909090909090909,0.28757663074279,0.316334293817069,0.01,WOL-44-DRS-L177
118,NR_116124.1,1,1443,6,1168,80.9425,4.7124,41.9,5.83,54736,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella bongori,4.71240471240471,2.33849293486495,0.496241956619136,0.05,WOL-44-DRS-L177
119,NR_116181.1,1,1435,6,1392,97.0035,5.7561,35.7,37.2,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,5.75609756097561,1.06897223360637,0.185711277872292,0.05,WOL-44-DRS-L177
120,NR_117126.1,1,1525,1,1329,87.1475,0.871475,34.4,1,1544,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena orotica,0.871475409836066,0.334782787267853,0.384156320980795,0.01,WOL-44-DRS-L177
121,NR_117141.1,1,1523,1,1345,88.3125,0.883125,40.1,1,290055,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena fissicatena,0.883125410374261,0.32137631407347,0.363907900619996,0.01,WOL-44-DRS-L177
122,NR_117373.1,1,1327,30,1287,96.9857,27.3384,38.1,6.23,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,27.3383571966843,6.4091915060092,0.234439526117046,0.24,WOL-44-DRS-L177
123,NR_117734.1,1,1482,34,1354,91.363,30.6849,38.4,29.2,850,Bacteria,unclassified Bacteria kingdom,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum,30.6848852901484,9.66431309631288,0.31495353510139,0.27,WOL-44-DRS-L177
124,NR_117778.1,1,1462,1,1153,78.8646,0.788646,43,0,40545,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,0.788645690834473,0.408408807340949,0.517860950852097,0.01,WOL-44-DRS-L177
125,NR_117905.1,1,1376,1,1120,81.3953,0.813953,34.6,1,879566,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Acetatifactor,Acetatifactor muris,0.813953488372093,0.389285679649984,0.47826526356998,0.01,WOL-44-DRS-L177
126,NR_118128.1,1,1310,1,1137,86.7939,0.867939,39,9,1531,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,0.86793893129771,0.338686442865641,0.390219208578706,0.01,WOL-44-DRS-L177
127,NR_118316.1,1,1490,65,1397,93.7584,59.6087,39.4,54,1349822,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus,59.6087248322148,15.7783694328392,0.264698992928498,0.52,WOL-44-DRS-L177
128,NR_118690.1,1,1423,1,1333,93.6753,0.936753,38.5,1,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,0.936753338018271,0.243491654786203,0.259931451433434,0.01,WOL-44-DRS-L177
129,NR_119085.1,1,1503,1,1323,88.024,0.88024,32.3,1,29364,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,[Clostridium] polysaccharolyticum,0.880239520958084,0.324789303589269,0.368978324485768,0.01,WOL-44-DRS-L177
130,NR_121686.1,1,1521,1,1116,73.3728,0.733728,35.6,1,384638,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,unclassified Eubacteriales genus,[Bacteroides] pectinophilus,0.733727810650888,0.442153643302042,0.602612626758428,0.01,WOL-44-DRS-L177
131,NR_121773.2,1,1532,2,1350,88.1201,1.6201,41.1,1,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,1.6201044386423,0.688100208062466,0.424725833501893,0.02,WOL-44-DRS-L177
132,NR_125570.1,1,1395,80,1288,92.3297,71.2918,38.2,1.31,796943,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium parvum,71.2917562724014,21.1976802146574,0.297337046006587,0.64,WOL-44-DRS-L177
133,NR_125571.1,1,1436,18,1356,94.429,16.1135,36.9,12.6,796944,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium asaccharolyticum,16.1135097493036,4.35405997494409,0.27021176904878,0.14,WOL-44-DRS-L177
135,NR_133027.1,1,1519,22,1420,93.4826,20.1198,37.6,1.91,1232428,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,20.1198156682028,5.58502335433816,0.277588196951759,0.18,WOL-44-DRS-L177
136,NR_133981.1,1,1421,33,1337,94.0887,30.0563,38.3,46.7,1329411,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium aesculapii,30.0562983814215,7.77996235053194,0.25884632404837,0.27,WOL-44-DRS-L177
137,NR_134080.1,1,1566,1,1414,90.2937,0.902937,40.6,1,879612,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera indica,0.9029374201788,0.296137529429917,0.327971266681223,0.01,WOL-44-DRS-L177
138,NR_136472.1,1,1504,7,1388,92.2872,5.42287,39.8,11.1,1499973,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae,5.42287234042553,2.60393442927601,0.480176236099941,0.06,WOL-44-DRS-L177
139,NR_137395.1,1,1385,1,1119,80.7942,0.807942,38.9,1,1798157,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium avesanii,0.807942238267148,0.394060523375708,0.48773353429433,0.01,WOL-44-DRS-L177
140,NR_137396.1,1,1382,1,1138,82.3444,0.823444,34.5,1,1798158,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium ramosum,0.823444283646889,0.381430294636901,0.463213240059927,0.01,WOL-44-DRS-L177
141,NR_144579.1,1,1279,1,1072,83.8155,0.838155,42.4,1,1232426,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma,[Collinsella] massiliensis,0.838154808444097,0.368452804268525,0.439599940913659,0.01,WOL-44-DRS-L177
143,NR_144616.1,1,1460,2,1313,89.9315,1.68836,41.4,3.5,1796646,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,1.68835616438356,0.645117718717897,0.38209812143129,0.02,WOL-44-DRS-L177
144,NR_144722.1,1,1476,2,1375,93.1572,1.80352,41.1,9,1632013,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Drancourtella,Drancourtella massiliensis,1.80352303523035,0.543074536955432,0.301118713954252,0.02,WOL-44-DRS-L177
145,NR_144744.1,1,1491,853,1398,93.7626,781.644,38.9,8.53,1841856,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides mediterraneensis,781.643863179074,215.3905924353,0.275561035634913,6.85,WOL-44-DRS-L177
146,NR_144747.1,1,1491,3,1391,93.2931,2.69953,38,3.33,1841865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea,Mediterranea massiliensis,2.69953051643193,0.805763496935854,0.298482825821456,0.02,WOL-44-DRS-L177
147,NR_144750.1,1,1493,2,1362,91.2257,1.66979,34.8,43,1852370,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia,Prevotellamassilia timonensis,1.66979236436705,0.630017466263346,0.377302878913428,0.02,WOL-44-DRS-L177
148,NR_145844.1,1,1489,4,1391,93.4184,3.62928,36.8,10.8,1411144,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecigallinarum,3.62928139691068,1.03284869762579,0.284587659282902,0.03,WOL-44-DRS-L177
149,NR_146837.2,1,1506,1,1134,75.2988,0.752988,37.5,1,1755100,Bacteria,unclassified Bacteria kingdom,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium gastrosuis,0.752988047808765,0.431417006785886,0.572940046048981,0.01,WOL-44-DRS-L177
150,NR_147373.1,1,1532,2,1415,92.3629,1.83551,40,10,1852379,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Colibacter,Colibacter massiliensis,1.8355091383812,0.538854957752538,0.293572473427058,0.02,WOL-44-DRS-L177
151,NR_147379.1,1,1471,2,1355,92.1142,1.6533,41.5,1,1907654,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella bouchesdurhonensis,1.65329707681849,0.620062268750086,0.375045887060599,0.02,WOL-44-DRS-L177
152,NR_147381.1,1,1497,1673,1394,93.1196,1519.45,39.4,59.2,1852381,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus,Duodenibacillus massiliensis,1519.4462257849,421.715258563878,0.277545365809858,13.44,WOL-44-DRS-L177
153,NR_147396.1,1,1453,1,1324,91.1218,0.911218,37.5,1,1917870,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium pacaense,0.911218169304886,0.284526507066333,0.312248500579593,0.01,WOL-44-DRS-L177
154,NR_147399.1,1,1472,6,1362,92.5272,4.86413,37.4,1,1871016,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella phocaeensis,4.86413043478261,1.54225022260354,0.317065967552014,0.05,WOL-44-DRS-L177
155,NR_147760.1,1,1423,43,1379,96.9079,40.1694,39.3,44.6,1630166,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium myosotis,40.1693605059733,7.5239039656758,0.187304549310835,0.35,WOL-44-DRS-L177
156,NR_147762.1,1,1381,21,1305,94.4967,19.6705,40.4,59,1630172,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium hapali,19.670528602462,4.7803258116267,0.243019692466647,0.17,WOL-44-DRS-L177
157,NR_148578.1,1,1408,1,1158,82.2443,0.822443,41.9,2,1324864,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,[Pantoea] beijingensis,0.822443181818182,0.382275009621605,0.464804156776528,0.01,WOL-44-DRS-L177
158,NR_156078.1,1,1412,3,1366,96.7422,2.69405,37.9,1.67,1469948,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Kineothrix,Kineothrix alysoides,2.69405099150142,0.661715030235275,0.245620826154629,0.02,WOL-44-DRS-L177
159,NR_157614.1,1,1396,1,1152,82.5215,0.825215,38.4,1,1769423,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium apri,0.825214899713467,0.379919285457355,0.46038830077992,0.01,WOL-44-DRS-L177
160,NR_159117.1,1,1417,22,1350,95.2717,20.6351,38.6,5.68,1912896,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides koreensis,20.6351446718419,4.7024733391254,0.227886618383745,0.18,WOL-44-DRS-L177
161,NR_159261.1,1,1374,4,1299,94.5415,3.49563,37.9,5.75,2052941,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium callitrichidarum,3.49563318777293,1.06369397131998,0.304292216654934,0.03,WOL-44-DRS-L177
162,NR_159324.1,1,1498,1,1354,90.3872,0.903872,41.4,1,1630173,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catulorum,0.903871829105474,0.294865370580645,0.326224760066326,0.01,WOL-44-DRS-L177
163,NR_163613.1,1,1478,9,1376,93.0988,8.05345,39.9,29.3,2003188,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella catena,8.05345060893099,2.32247524580189,0.288382627345643,0.07,WOL-44-DRS-L177
164,NR_164634.1,1,1400,40,1376,98.2857,35.2407,38.2,12.6,2045439,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium rousetti,35.2407142857143,9.13389712485475,0.259185924859571,0.32,WOL-44-DRS-L177
165,NR_164635.1,1,1401,1,1164,83.0835,0.830835,41.7,38,2562524,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium vespertilionis,0.830835117773019,0.37503135384373,0.451390830528407,0.01,WOL-44-DRS-L177
166,NR_165699.1,1,1523,4,1395,91.5955,3.63033,37.8,1,2685834,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides chongii,3.63033486539724,1.12459031209222,0.309775917040414,0.03,WOL-44-DRS-L177
167,NR_165743.1,1,1454,5,1293,88.9271,3.96905,36.4,28,2490854,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella koreensis,3.96905089408528,1.81482904615882,0.457245093244658,0.04,WOL-44-DRS-L177
168,NR_169348.1,1,1367,195,1365,99.8537,191.903,39.2,27.5,2584944,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella faecalis,191.903438185808,11.9745109309535,0.0623986263308076,1.57,WOL-44-DRS-L177
169,NR_170508.1,1,1542,34,1406,91.1803,29.8457,38.4,2.41,2518971,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella dubosii,29.8456549935149,10.2271180115339,0.342666897870263,0.27,WOL-44-DRS-L177
170,NR_170509.1,1,1538,22,1395,90.7022,19.4434,38.5,2.86,2530391,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella freteri,19.443433029909,6.72005411501907,0.345620760730983,0.18,WOL-44-DRS-L177
171,NR_173691.1,1,1434,22,1351,94.212,20.3459,40.1,44.8,1871031,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Thermophilibacter,Thermophilibacter mediterraneus,20.3458856345886,5.10739107885919,0.251028201504115,0.18,WOL-44-DRS-L177
172,NR_173693.1,1,1478,1,1304,88.2273,0.882273,38.4,26,1852385,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella phocaeensis,0.882273342354533,0.322393261001414,0.36541199368105,0.01,WOL-44-DRS-L177
173,NR_174313.1,1,1515,67,1381,91.1551,59.9492,38,35.6,2650773,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium cebidarum,59.9491749174917,18.8410420509891,0.31428359234168,0.54,WOL-44-DRS-L177
174,NR_174314.1,1,1514,9,1378,91.0172,7.7041,38,6.11,2650774,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium leontopitheci,7.70409511228534,2.59383510948891,0.336682643669942,0.07,WOL-44-DRS-L177
175,NR_175548.1,1,1528,5,1382,90.445,4.45812,37.9,3.6,2739389,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola faecicola,4.45811518324607,1.48410468419167,0.332899582713574,0.04,WOL-44-DRS-L177
176,NR_178237.1,1,1472,229,1390,94.4293,208.785,38.8,12.6,2801997,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella herbatica,208.785326086957,54.1972262745569,0.259583502779235,1.84,WOL-44-DRS-L177
177,NR_178367.1,1,1454,1,1342,92.2971,0.922971,37.8,59,673271,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Catenibacillus,Catenibacillus scindens,0.922971114167813,0.266729013570927,0.288989557177442,0.01,WOL-44-DRS-L177
178,NR_178978.1,1,1529,145,1399,91.4977,127.467,38.2,11.9,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,127.466971877044,42.1036226544479,0.330310056279218,1.16,WOL-44-DRS-L177
179,NR_179173.1,1,1401,26,1375,98.1442,25.1542,38.9,14.1,2126740,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium fessum,25.1541755888651,3.70026042257309,0.147103227831926,0.21,WOL-44-DRS-L177
180,NR_179270.1,1,1482,466,1397,94.2645,426.989,39,58.8,2654621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,426.988529014845,107.340707806149,0.251390144025196,3.74,WOL-44-DRS-L177
